mRNA,RF_Classifier_prob
A1095,0.7675827383995056
A1096,0.798995852470398
A1097,0.7986719131469726
A1098,0.7968621492385864
A1099,0.7842211127281189
A1100,0.7980871558189392
A1101,0.7940630555152893
A1102,0.5408156111836433
A1103,0.7865660667419434
A1104,0.7917879223823547
A1105,0.7962416887283326
A1106,0.7979527950286865
A1107,0.7911890149116516
A1108,0.796182382106781
A1109,0.603783255815506
A1110,0.5946663096547127
A1111,0.7536056280136109
A1112,0.7966856837272644
A1113,0.7975334405899048
A1114,0.3861248374627394
A1115,0.696360182762146
A1116,0.43576451821154477
A1117,0.5015995990208466
A1118,0.5894993654685095
A1119,0.5579310078068375
A1120,0.7700753331184387
A1121,0.777886974811554
A1122,0.5355384805006906
A1123,0.45865138825029134
A1124,0.5807750299572945
A1125,0.6674957275390625
A1126,0.7986208200454712
A1127,0.7961048126220703
A1128,0.7923743605613709
A1129,0.7985402584075928
A1130,0.7989231824874878
A1131,0.7977342724800109
A1132,0.7995490193367004
A1133,0.7998326659202576
A1134,0.7996647357940674
A1135,0.7987187027931213
A1136,0.7987426519393921
A1137,0.7532306551933289
A1138,0.7889964580535889
A1139,0.7910617113113403
A1140,0.7987710237503052
A1141,0.5960388243198395
A1142,0.798092496395111
A1143,0.7880014061927796
A1144,0.7970816493034363
A1145,0.6584333062171936
A1146,0.7973342418670655
A1147,0.799584150314331
A1148,0.7981476545333862
A1149,0.7985032320022583
A1150,0.7997562289237976
A1151,0.7998738765716553
A1152,0.7998137950897217
A1153,0.6501731216907501
